row,asset,helm_catalog_id,family,description,s52_instruction,s52_asset_kind,s57_object_class,s57_lookup_id,s57_rcid,s57_conditions,art_state,visual_approval,chart1_evidence_status,chart1_gate_status,chart1_crop_id,chart1_pages,chart1_verdict,chart1_reason_codes,s101_coverage,s101_symbol_id,s101_symbol_file,s101_feature_rule,s101_license_status,commons_pd_candidate_count,commons_candidate_titles,chart1_mappings_int1_refs,canonical_symbol_ids,canonical_paths,next_action,forbidden_sources
604,TOPSHP19,DAYMAR_TOPSHP19_2112,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP19);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2112,93772,"TOPSHP24; COLPAT6; COLOUR3,6",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cone_up,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0030,assets/svg/canonical/N0030.svg,Repair generated SVG against topmark_cone_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
605,TOPSHP20,DAYMAR_TOPSHP20_2111,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP20);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2111,30335,"TOPSHP24; COLPAT6; COLOUR3,3",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cone_up,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0031,assets/svg/canonical/N0031.svg,Repair generated SVG against topmark_cone_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
606,TOPSHP21,DAYMAR_TOPSHP21_2127,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2127,93798,TOPSHP19; COLOUR1,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0032,assets/svg/canonical/N0032.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
607,TOPSHP22,DAYMAR_TOPSHP22_2129,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP22);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2129,30343,TOPSHP19; COLOUR3,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0033,assets/svg/canonical/N0033.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
608,TOPSHP23,DAYMAR_TOPSHP23_2128,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP23);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2128,93791,TOPSHP19; COLOUR2,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0034,assets/svg/canonical/N0034.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
609,TOPSHP24,DAYMAR_TOPSHP24_2130,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP24);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2130,30344,TOPSHP19; COLOUR4,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0035,assets/svg/canonical/N0035.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
610,TOPSHP25,DAYMAR_TOPSHP25_2072,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP25);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2072,30324,"TOPSHP19; COLPAT6; COLOUR1,11",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0036,assets/svg/canonical/N0036.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
611,TOPSHP28,DAYMAR_TOPSHP28_2117,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP28);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2117,30337,"TOPSHP19; COLOUR4,1,2",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0037,assets/svg/canonical/N0037.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
612,TOPSHP29,DAYMAR_TOPSHP29_2053,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP29);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2053,93809,"TOPSHP19; COLPAT6; COLOUR3,4,3",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0038,assets/svg/canonical/N0038.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
613,TOPSHP30,DAYMAR_TOPSHP30_2055,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP30);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2055,30315,"TOPSHP19; COLPAT6; COLOUR4,4,6",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0039,assets/svg/canonical/N0039.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
614,TOPSHP31,DAYMAR_TOPSHP31_2073,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP31);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2073,30325,"TOPSHP19; COLPAT6; COLOUR11,1",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0040,assets/svg/canonical/N0040.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
615,TOPSHP32,DAYMAR_TOPSHP32_2088,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP32);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2088,93754,"TOPSHP19; COLPAT2; COLOUR3,1",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0041,assets/svg/canonical/N0041.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
616,TOPSHP33,DAYMAR_TOPSHP33_2054,lights_daymarks_topmarks,,"SY(TOPSHP33);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2054,30314,"TOPSHP19; COLPAT6; COLOUR4,3,4",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0042,assets/svg/canonical/N0042.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
617,TOPSHP34,DAYMAR_TOPSHP34_2049,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP34);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2049,93758,"TOPSHP19; COLPAT2; COLOUR1,11,1",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0043,assets/svg/canonical/N0043.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
618,TOPSHP35,DAYMAR_TOPSHP35_2131,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP35);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2131,30345,TOPSHP19; COLOUR6,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0044,assets/svg/canonical/N0044.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
619,TOPSHP36,DAYMAR_TOPSHP36_2123,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP36);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2123,30342,TOPSHP19; COLOUR11,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0045,assets/svg/canonical/N0045.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
620,TOPSHP37,DAYMAR_TOPSHP37_2091,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP37);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2091,30328,"TOPSHP19; COLPAT6; COLOUR2,2",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0046,assets/svg/canonical/N0046.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
621,TOPSHP38,DAYMAR_TOPSHP38_2050,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP38);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2050,93796,"TOPSHP19; COLPAT6,4; COLOUR11,1",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0047,assets/svg/canonical/N0047.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
622,TOPSHP40,DAYMAR_TOPSHP40_2089,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP40);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2089,93801,"TOPSHP19; COLPAT6; COLOUR1,2",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0048,assets/svg/canonical/N0048.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
623,TOPSHP41,DAYMAR_TOPSHP41_2052,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP41);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2052,30316,"TOPSHP19; COLPAT1; COLOUR11,11",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0049,assets/svg/canonical/N0049.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
624,TOPSHP42,DAYMAR_TOPSHP42_2087,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP42);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2087,93755,"TOPSHP19; COLPAT1; COLOUR3,1",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0050,assets/svg/canonical/N0050.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
625,TOPSHP43,DAYMAR_TOPSHP43_2042,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP43);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2042,30310,"TOPSHP19; COLPAT6,1; COLOUR4,3,4",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0051,assets/svg/canonical/N0051.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
626,TOPSHP44,DAYMAR_TOPSHP44_2093,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP44);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2093,30330,"TOPSHP19; COLPAT6; COLOUR6,6",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0052,assets/svg/canonical/N0052.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
627,TOPSHP47,DAYMAR_TOPSHP47_2119,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP47);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2119,30338,"TOPSHP19; COLOUR3,3",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0053,assets/svg/canonical/N0053.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
628,TOPSHP48,DAYMAR_TOPSHP48_2092,lights_daymarks_topmarks,"beacon top mark, red boarded square board, vertical","SY(TOPSHP48);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2092,93741,"TOPSHP19; COLPAT6; COLOUR4,4",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_vertical_rectangle,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0054,assets/svg/canonical/N0054.svg,Repair generated SVG against topmark_vertical_rectangle; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
629,TOPSHP51,topmar_TOPSHP51_3012,ugly_attribute_edges,"beacon top mark, white-green square board, diagonal","SY(TOPSHP51);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,topmar,3012,3063029,"TOPSHP12; COLPAT2; COLOUR1,2,1",generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cube_point_up,87; 88,fail,generic_placeholder_body; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,none,,,,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0055,assets/svg/canonical/N0055.svg,Repair generated SVG against topmark_cube_point_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
630,TOPSHP52,TOPMAR_TOPSHP52_2395,lights_daymarks_topmarks,"beacon top mark, white-green square board, diagonal","SY(TOPSHP52);TX(OBJNAM,3,2,2,'1508',1,-1,CHBLK,26)",symbol,TOPMAR,2395,93908,TOPSHP12; COLOUR2,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cube_point_up,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,TOPMAR02,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0056,assets/svg/canonical/N0056.svg,Repair generated SVG against topmark_cube_point_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
631,TOPSHP53,TOPMAR_TOPSHP53_2397,lights_daymarks_topmarks,"beacon top mark, yellow square board, diagonal","SY(TOPSHP53);TX(OBJNAM,3,2,2,'1508',1,-1,CHBLK,26)",symbol,TOPMAR,2397,93907,TOPSHP12; COLOUR6,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cube_point_up,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,TOPMAR02,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0057,assets/svg/canonical/N0057.svg,Repair generated SVG against topmark_cube_point_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
632,TOPSHP54,TOPMAR_TOPSHP54_2396,lights_daymarks_topmarks,"beacon top mark, white-green square board, diagonal","SY(TOPSHP54);TX(OBJNAM,3,2,2,'1508',1,-1,CHBLK,26)",symbol,TOPMAR,2396,93897,TOPSHP12; COLOUR3,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cube_point_up,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,TOPMAR02,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0058,assets/svg/canonical/N0058.svg,Repair generated SVG against topmark_cube_point_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
633,TOPSHP55,DAYMAR_TOPSHP55_2115,lights_daymarks_topmarks,"beacon top mark, white-green square board, diagonal","SY(TOPSHP55);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,DAYMAR,2115,30336,TOPSHP12; COLPAT6; COLOUR11,generated_owned_needs_visual_repair,not_approved,exact_symbol_crop,exact_crop_failed_verifier,topmark_cube_point_up,87; 88,fail,non_light_symbol_rendered_as_light_flare; topmark_not_standalone_chart1_glyph; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,Daymark,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q9; Q10; Q11; Q50,N0059,assets/svg/canonical/N0059.svg,Repair generated SVG against topmark_cube_point_up; rerun deterministic and visual parity gates.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
