source_table_id,asset,name,kind,s57_object_class,s57_conditions,s52_instruction,opencpn_definition_count,opencpn_lookup_count,opencpn_color_refs,opencpn_reference_day,s101_symbol_ids,s101_paths,aquamap_labels,aquamap_paths,semantic_brief,required_shape,required_colours,colour_pattern,helm_candidate_svg,helm_candidate_day,candidate_status,pre_routing_candidate_status,batch98_routing_bucket,latest_judge_pass,latest_required_change
opencpn-s52:TOPSHP54,TOPSHP54,"beacon top mark, white-green square board, diagonal",symbol,TOPMAR,TOPSHP12;COLOUR3,"SY(TOPSHP54);TX(OBJNAM,3,2,2,'1508',1,-1,CHBLK,26)",1,1,ADEPMDBCHBLKCCHREDDCHWHT,out/opencpn_s52_reference/TOPSHP54__day.png,,,,,"TOPSHP54 is beacon top mark, white-green square board, diagonal. It is used as a topmark symbol attached to an aid to navigation. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red.",exact topmark silhouette/count/orientation from the references,red,,assets/svg/triad_generated/TOPSHP54.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP55,TOPSHP55,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,TOPSHP12;COLPAT6;COLOUR11,"SY(TOPSHP55);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHCORDCHWHT,out/opencpn_s52_reference/TOPSHP55__day.png,,,,,"TOPSHP55 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,orange,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP55.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP58,TOPSHP58,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT1;COLOUR3,1","SY(TOPSHP58);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP58__day.png,,,,,"TOPSHP58 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with horizontal bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP58.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP61,TOPSHP61,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT2;COLOUR11,1","SY(TOPSHP61);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHCORECHWHT,out/opencpn_s52_reference/TOPSHP61__day.png,,,,,"TOPSHP61 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange, white with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,orange;white,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP61.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP62,TOPSHP62,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT2;COLOUR1,11","SY(TOPSHP62);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHCOR,out/opencpn_s52_reference/TOPSHP62__day.png,,,,,"TOPSHP62 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, orange with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;orange,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP62.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP63,TOPSHP63,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6;COLOUR1,3,1","SY(TOPSHP63);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP63__day.png,,,,,"TOPSHP63 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red, white with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,white;red;white,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP63.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP64,TOPSHP64,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6,4;COLOUR1,4,1","SY(TOPSHP64);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP64__day.png,,,,,"TOPSHP64 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, green, white with S-57 colour pattern 6; squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;green;white,S-57 colour pattern 6; squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP64.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP65,TOPSHP65,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT2;COLOUR1,3","SY(TOPSHP65);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP65__day.png,,,,,"TOPSHP65 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;red,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP65.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP67,TOPSHP67,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6;COLOUR11,1","SY(TOPSHP67);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHREDFCHCOR,out/opencpn_s52_reference/TOPSHP67__day.png,,,,,"TOPSHP67 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange, white with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,orange;white,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP67.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP69,TOPSHP69,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6;COLOUR1,3","SY(TOPSHP69);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHREDFCHRED,out/opencpn_s52_reference/TOPSHP69__day.png,,,,,"TOPSHP69 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,white;red,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP69.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP70,TOPSHP70,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6;COLOUR6,6","SY(TOPSHP70);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHYLWDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP70__day.png,,,,,"TOPSHP70 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: yellow, yellow with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,yellow;yellow,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP70.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP71,TOPSHP71,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6;COLOUR1,11","SY(TOPSHP71);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHREDFCHCOR,out/opencpn_s52_reference/TOPSHP71__day.png,,,,,"TOPSHP71 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, orange with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,white;orange,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP71.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP72,TOPSHP72,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6,4;COLOUR1,3,1","SY(TOPSHP72);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP72__day.png,,,,,"TOPSHP72 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red, white with S-57 colour pattern 6; squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;red;white,S-57 colour pattern 6; squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP72.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP73,TOPSHP73,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6,4;COLOUR1,2,1","SY(TOPSHP73);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,,,,,,"TOPSHP73 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, black, white with S-57 colour pattern 6; squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;black;white,S-57 colour pattern 6; squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP73_TE_s.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP74,TOPSHP74,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT4;COLOUR3,1,1,3","SY(TOPSHP74);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP74__day.png,,,,,"TOPSHP74 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white, white, red with squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white;white;red,squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP74.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP76,TOPSHP76,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6,4;COLOUR1,1,3,1","SY(TOPSHP76);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHGRNDCHWHTECHRED,out/opencpn_s52_reference/TOPSHP76__day.png,,,,,"TOPSHP76 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, white, red, white with S-57 colour pattern 6; squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;white;red;white,S-57 colour pattern 6; squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP76.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP77,TOPSHP77,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6,4;COLOUR1,1,2,1","SY(TOPSHP77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHBLK,out/opencpn_s52_reference/TOPSHP77__day.png,,,,,"TOPSHP77 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, white, black, white with S-57 colour pattern 6; squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;white;black;white,S-57 colour pattern 6; squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP77.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP78,TOPSHP78,"beacon top mark, white-green square board, diagonal",symbol,DAYMAR,"TOPSHP12;COLPAT6,4;COLOUR1,1,6,1","SY(TOPSHP78);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHTECHYLW,out/opencpn_s52_reference/TOPSHP78__day.png,,,,,"TOPSHP78 is beacon top mark, white-green square board, diagonal. It is used as a beacon top mark, white-green square board, diagonal. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, white, yellow, white with S-57 colour pattern 6; squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;white;yellow;white,S-57 colour pattern 6; squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP78.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP79,TOPSHP79,TOPSHP79,symbol,DAYMAR,"TOPSHP20;COLPAT6;COLOUR11,1","SY(TOPSHP79);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHCORFCHWHT,out/opencpn_s52_reference/TOPSHP79__day.png,,,,,"TOPSHP79 is TOPSHP79. It is used as a TOPSHP79. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange, white with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,orange;white,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP79.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP80,TOPSHP80,TOPSHP80,symbol,DAYMAR,"TOPSHP20;COLPAT6;COLOUR3,1","SY(TOPSHP80);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHREDFCHWHT,out/opencpn_s52_reference/TOPSHP80__day.png,,,,,"TOPSHP80 is TOPSHP80. It is used as a TOPSHP80. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with S-57 colour pattern 6.",exact topmark silhouette/count/orientation from the references,red;white,S-57 colour pattern 6,assets/svg/triad_generated/TOPSHP80.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP81,TOPSHP81,TOPSHP81,symbol,DAYMAR,"TOPSHP20;COLPAT2;COLOUR11,2","SY(TOPSHP81);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHCORFCHBLK,,,,,,"TOPSHP81 is TOPSHP81. It is used as a TOPSHP81. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange, black with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,orange;black,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP81_TE_s.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP82,TOPSHP82,TOPSHP82,symbol,DAYMAR,TOPSHP20;COLOUR2,"SY(TOPSHP82);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHCORFCHBLK,out/opencpn_s52_reference/TOPSHP82__day.png,,,,,TOPSHP82 is TOPSHP82. It is used as a TOPSHP82. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: black.,exact topmark silhouette/count/orientation from the references,black,,assets/svg/triad_generated/TOPSHP82.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP83,TOPSHP83,TOPSHP83,symbol,DAYMAR,"TOPSHP20;COLOUR1,2;COLPAT4","SY(TOPSHP83);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKDNODTACNODTAECHCORFCHWHT,out/opencpn_s52_reference/TOPSHP83__day.png,,,,,"TOPSHP83 is TOPSHP83. It is used as a TOPSHP83. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, black with squared/checkered pattern in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;black,squared/checkered pattern in the listed colour order,assets/svg/triad_generated/TOPSHP83.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP84,TOPSHP84,TOPSHP84,symbol,DAYMAR,"TOPSHP20;COLPAT1;COLOUR11,1","SY(TOPSHP84);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHCORFCHWHT,out/opencpn_s52_reference/TOPSHP84__day.png,,,,,"TOPSHP84 is TOPSHP84. It is used as a TOPSHP84. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: orange, white with horizontal bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,orange;white,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP84.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP85,TOPSHP85,TOPSHP85,symbol,DAYMAR,"TOPSHP20;COLPAT1;COLOUR3,1","SY(TOPSHP85);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHREDFCHWHT,out/opencpn_s52_reference/TOPSHP85__day.png,,,,,"TOPSHP85 is TOPSHP85. It is used as a TOPSHP85. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with horizontal bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP85.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP87,TOPSHP87,TOPSHP87,symbol,DAYMAR,"TOPSHP20;COLPAT2;COLOUR1,3","SY(TOPSHP87);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHWHTFCHRED,out/opencpn_s52_reference/TOPSHP87__day.png,,,,,"TOPSHP87 is TOPSHP87. It is used as a TOPSHP87. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;red,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP87.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP88,TOPSHP88,TOPSHP88,symbol,DAYMAR,"TOPSHP20;COLPAT2;COLOUR3,1","SY(TOPSHP88);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHREDFCHWHT,out/opencpn_s52_reference/TOPSHP88__day.png,,,,,"TOPSHP88 is TOPSHP88. It is used as a TOPSHP88. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP88.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP89,TOPSHP89,TOPSHP89,symbol,DAYMAR,"TOPSHP20;COLPAT2;COLOUR3,1,3","SY(TOPSHP89);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDNODTACNODTAECHREDFCHWHT,,,,,,"TOPSHP89 is TOPSHP89. It is used as a TOPSHP89. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white, red with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white;red,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP89_TE_s.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP90,TOPSHP90,TOPSHP90,symbol,DAYMAR,"TOPSHP21;COLPAT5,2;COLOUR3,1,3","SY(TOPSHP90);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHREDDCHWHT,out/opencpn_s52_reference/TOPSHP90__day.png,,,,,"TOPSHP90 is TOPSHP90. It is used as a TOPSHP90. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white, red with border stripe pattern in the listed colour order; vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white;red,border stripe pattern in the listed colour order; vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP90.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP91,TOPSHP91,TOPSHP91,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR3,1","SY(TOPSHP91);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHWHT,out/opencpn_s52_reference/TOPSHP91__day.png,,,,,"TOPSHP91 is TOPSHP91. It is used as a TOPSHP91. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: red, white with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,red;white,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP91.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP92,TOPSHP92,TOPSHP92,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR1,3","SY(TOPSHP92);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHRED,out/opencpn_s52_reference/TOPSHP92__day.png,,,,,"TOPSHP92 is TOPSHP92. It is used as a TOPSHP92. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;red,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP92.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP93,TOPSHP93,TOPSHP93,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR1,4","SY(TOPSHP93);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHGRN,out/opencpn_s52_reference/TOPSHP93__day.png,,,,,"TOPSHP93 is TOPSHP93. It is used as a TOPSHP93. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, green with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;green,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP93.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:TOPSHP94,TOPSHP94,TOPSHP94,symbol,DAYMAR,"TOPSHP21;COLPAT2;COLOUR1,3,1","SY(TOPSHP94);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHRED,out/opencpn_s52_reference/TOPSHP94__day.png,,,,,"TOPSHP94 is TOPSHP94. It is used as a TOPSHP94. Required geometry: exact topmark silhouette/count/orientation from the references. Required colours: white, red, white with vertical bands/stripes in the listed colour order.",exact topmark silhouette/count/orientation from the references,white;red;white,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/TOPSHP94.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
